Customer_Type,Type_of_Travel,Class,Departure_Delay,Arrival_Delay,Ease_of_Online_Booking,On_board_Service,Seat_Comfort,Cleanliness,Food_and_Drink,In_flight_Service,In_flight_Wifi_Service,In_flight_Entertainment,Baggage_Handling,Satisfaction
1,0,0,91.0,78.0,2,3,3,1,2,3.0,3,3,3.0,0
1,0,1,0.0,0.0,4,3,1,1,1,2.0,1,1,3.0,0
1,0,1,11.0,15.0,5,3,5,5,5,3.0,5,5,3.5305437342478205,1
0,0,1,184.0,170.0,1,5,3,3,1,2.0,1,1,4.0,0
0,0,1,0.0,0.0,5,1,4,4,4,4.0,4,4,5.0,0
1,1,1,0.0,0.0,5,2,3,3,3,5.0,5,3,4.0,1
1,1,1,0.0,0.0,2,5,1,5,5,4.0,3,5,5.0,0
1,1,1,0.0,0.0,3,5,3,3,3,2.0,3,3,3.5305437342478205,0
1,1,1,0.0,0.0,4,2,1,1,1,5.0,4,1,2.0,0
1,1,1,0.0,0.0,3,3,2,2,2,4.0,2,2,3.0,0
1,0,2,0.0,0.0,4,5,4,4,4,4.0,4,4,4.0,1
1,1,2,15.0,3.0,2,4,5,5,5,5.0,2,5,4.0,0
1,1,2,0.0,0.0,2,1,5,5,5,3.0,2,5,3.0,0
1,0,0,0.0,0.0,3,4,5,4,3,4.0,3,4,5.0,1
0,0,0,295.0,288.0,2,2,5,5,2,5.0,2,5,5.0,0
1,0,0,0.0,11.0,1,4,4,5,5,4.0,1,4,4.0,1
1,0,0,187.0,186.0,2,4,4,4,4,5.0,2,5,5.0,1
1,0,0,46.0,40.0,1,5,4,3,3,5.0,1,5,5.0,1
0,0,0,0.0,0.0,2,5,5,5,5,5.0,2,5,5.0,0
1,1,0,0.0,0.0,3,2,4,5,3,2.0,3,2,2.0,0
1,1,0,0.0,16.0,3,2,3,1,1,2.0,3,2,2.0,0
1,1,0,0.0,0.0,4,5,3,3,2,5.0,3,5,4.0,0
1,0,1,0.0,2.0,4,5,4,4,4,3.0,4,4,2.0,1
0,0,1,0.0,11.0,4,3,2,2,2,5.0,4,2,2.0,1
0,0,1,0.0,0.0,3,4,5,2,2,4.0,3,2,3.5305437342478205,0
1,0,0,139.0,113.0,5,1,3,3,3,2.0,5,5,5.0,1
1,0,0,0.0,0.0,1,5,1,4,3,5.0,1,5,5.0,1
1,0,0,47.0,44.0,3,2,4,4,4,3.5396954922943435,3,4,2.0,1
1,0,1,0.0,0.0,5,3,4,4,4,5.0,4,4,5.0,1
1,0,1,0.0,9.0,1,5,4,5,2,5.0,5,5,5.0,1
1,0,0,0.0,0.0,3,5,4,5,2,5.0,1,5,5.0,1
1,0,0,0.0,1.0,4,4,5,2,3,4.0,4,4,4.0,1
1,0,1,0.0,0.0,3,1,2,2,2,3.5396954922943435,2,2,5.0,1
1,0,1,36.0,18.0,5,4,5,3,4,4.0,4,4,4.0,1
1,0,0,0.0,0.0,5,2,2,2,3,2.0,1,2,2.0,1
1,0,0,0.0,0.0,5,3,2,2,2,3.0,5,2,3.0,1
1,0,0,0.0,0.0,4,4,3,3,1,4.0,4,4,3.0,1
1,0,1,13.0,1.0,5,1,3,3,3,2.0,3,3,2.0,1
1,0,1,0.0,2.0,4,1,5,5,5,5.0,5,5,4.0,1
1,0,0,2.0,0.0,5,4,4,5,4,4.0,5,4,4.0,1
1,0,1,58.0,49.0,3,3,2,1,2,3.0,4,3,3.0,1
1,0,1,38.0,27.0,2,4,1,5,4,4.0,4,4,4.0,1
1,0,0,0.0,0.0,5,5,1,1,1,5.0,3,5,5.0,1
1,0,0,0.0,0.0,1,4,3,4,5,4.0,4,4,4.0,0
1,0,0,0.0,0.0,2,4,3,5,4,4.0,2,4,3.0,1
1,0,1,1.0,0.0,4,1,5,5,5,2.0,5,5,2.0,1
1,0,0,271.0,272.0,4,1,5,5,5,3.0,4,5,2.0,1
1,0,1,4.0,0.0,3,5,5,5,5,2.0,5,5,3.5305437342478205,1
0,0,1,54.0,49.0,4,3,3,3,3,3.0,4,3,3.0,0
1,0,0,0.0,0.0,2,5,5,4,2,5.0,4,5,5.0,1
1,0,0,11.0,0.0,2,5,1,1,1,5.0,2,5,5.0,1
1,0,1,0.0,3.0,3,2,4,4,4,4.0,4,4,3.5305437342478205,1
1,0,0,0.0,0.0,5,5,4,4,4,3.5396954922943435,5,4,3.5305437342478205,1
1,0,0,0.0,0.0,1,5,5,5,5,5.0,1,5,3.0,1
1,0,0,14.0,6.0,0,4,4,3,4,4.0,0,4,3.5305437342478205,1
1,0,0,5.0,1.0,5,4,3,4,2,4.0,5,4,4.0,1
0,0,1,19.0,1.0,3,4,1,2,2,5.0,3,2,2.0,0
1,0,1,49.0,38.0,5,3,3,3,3,3.0,3,3,4.0,0
1,0,0,0.0,0.0,3,1,4,3,1,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,3.0,12.0,1,2,3,3,2,2.0,2,2,2.0,0
0,0,1,0.0,0.0,2,2,1,1,1,5.0,2,1,4.0,0
1,0,0,0.0,14.0,4,1,4,1,4,3.5396954922943435,2,1,2.0,0
0,0,1,0.0,0.0,4,2,4,4,4,3.0,4,4,5.0,1
1,0,0,0.0,0.0,5,5,4,2,3,5.0,5,5,3.0,1
0,0,1,0.0,0.0,3,5,2,2,2,3.0,3,2,4.0,0
0,0,1,0.0,0.0,1,3,3,3,3,5.0,2,3,4.0,0
0,0,1,0.0,0.0,4,1,1,1,1,5.0,3,1,3.5305437342478205,0
1,0,1,0.0,0.0,2,1,3,3,3,3.0,3,3,3.0,1
1,0,0,11.0,8.0,5,1,4,3,1,3.5396954922943435,1,1,3.5305437342478205,0
1,0,1,0.0,0.0,4,3,5,5,5,4.0,5,5,5.0,1
0,0,1,4.0,26.0,2,4,1,1,1,3.0,2,1,3.0,0
1,0,0,81.0,0.0,0,5,3,1,4,5.0,0,5,5.0,1
1,0,1,9.0,8.0,3,4,3,3,3,4.0,3,3,3.0,0
1,0,1,12.0,11.0,5,2,2,2,2,2.0,2,2,3.0,0
0,0,1,0.0,2.0,1,5,1,1,1,5.0,1,1,5.0,0
1,0,1,0.0,0.0,1,1,4,4,4,4.0,4,4,5.0,1
1,0,0,0.0,0.0,4,4,1,5,2,4.0,4,4,4.0,1
1,0,0,0.0,0.0,3,1,4,1,5,3.5396954922943435,1,1,3.5305437342478205,0
0,0,1,0.0,0.0,2,1,1,4,4,3.0,2,4,3.0,0
1,0,0,0.0,8.0,1,1,4,3,4,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,0.0,0.0,5,5,1,5,2,5.0,5,5,5.0,1
0,0,1,20.0,62.0,2,3,3,3,3,3.0,2,3,4.0,0
1,0,0,0.0,0.0,5,3,2,2,5,3.0,5,3,3.0,1
1,0,1,88.0,92.0,4,4,1,1,1,4.0,1,1,4.0,0
1,0,0,0.0,0.0,5,3,4,4,4,5.0,5,4,4.0,1
1,0,1,0.0,0.0,0,2,3,3,3,3.5396954922943435,0,3,3.5305437342478205,1
1,0,1,0.0,0.0,3,3,4,4,4,3.5396954922943435,4,4,3.0,1
0,0,1,0.0,0.0,2,5,5,5,5,2.0,2,5,3.5305437342478205,0
0,0,1,6.0,10.0,2,2,5,5,5,3.0,2,5,3.0,0
1,0,1,0.0,0.0,5,3,4,4,4,5.0,5,4,2.0,1
1,0,0,141.0,136.0,3,1,3,3,3,2.0,3,2,3.0,0
1,0,0,0.0,0.0,1,2,3,3,4,2.0,2,2,2.0,0
1,0,0,0.0,0.0,2,2,5,3,2,2.0,2,2,2.0,1
0,0,1,0.0,0.0,3,5,4,4,4,5.0,4,4,3.5305437342478205,0
1,0,0,56.0,40.0,1,2,3,2,4,2.0,2,2,2.0,0
0,0,1,108.0,95.0,2,1,4,4,4,4.0,2,4,3.0,0
1,0,0,0.0,0.0,5,4,4,2,4,4.0,3,4,3.0,0
1,0,0,4.0,0.0,5,4,3,3,3,3.0,3,3,3.0,0
0,0,1,0.0,0.0,4,2,2,2,2,5.0,5,2,2.0,1
1,0,0,0.0,0.0,4,5,1,4,3,5.0,2,5,5.0,1
1,0,1,0.0,0.0,4,3,2,2,2,4.0,2,2,3.0,0
0,0,1,0.0,0.0,1,3,4,4,4,4.0,1,4,3.0,0
1,0,1,0.0,0.0,4,2,2,4,2,2.0,2,2,2.0,0
0,0,1,0.0,10.0,3,1,5,5,5,3.0,4,5,3.0,0
1,0,1,0.0,0.0,2,3,1,1,1,3.0,1,1,3.0,0
1,0,0,13.0,0.0,5,4,3,3,3,3.0,3,3,3.0,0
1,0,1,0.0,1.0,4,5,3,4,2,5.0,4,5,5.0,0
0,0,1,156.0,143.0,3,5,3,3,3,2.0,3,3,3.0,0
1,0,0,0.0,0.0,5,3,2,2,2,4.0,2,2,3.0,0
1,0,0,2.0,2.0,4,2,3,4,1,2.0,2,2,2.0,0
1,0,0,0.0,0.0,3,4,1,2,2,4.0,1,4,3.5305437342478205,0
1,0,1,0.0,0.0,1,3,3,3,3,3.0,3,3,3.0,0
1,0,0,10.0,13.0,1,4,4,2,2,4.0,4,4,4.0,0
0,0,1,50.0,49.0,4,2,4,3,3,4.0,4,3,4.0,0
1,0,1,67.0,96.0,1,3,3,3,3,4.0,3,3,3.0,0
1,0,1,77.0,98.0,5,4,3,3,3,4.0,4,4,4.0,1
1,0,0,0.0,0.0,1,4,3,1,3,4.0,3,4,4.0,1
1,0,1,48.0,53.0,3,4,5,5,5,5.0,5,5,3.0,1
1,0,0,20.0,13.0,4,5,1,4,1,5.0,4,5,5.0,1
1,0,0,0.0,1.0,5,5,4,3,4,5.0,5,5,5.0,1
1,0,0,0.0,0.0,2,5,3,1,4,5.0,3,5,4.0,1
1,0,0,58.0,77.0,4,1,4,4,4,3.5396954922943435,1,1,3.5305437342478205,0
1,0,1,0.0,0.0,3,2,5,5,5,3.5396954922943435,5,5,3.0,1
0,0,1,0.0,19.0,1,1,1,1,1,4.0,1,1,4.0,0
1,0,1,0.0,0.0,5,2,5,5,5,5.0,5,5,3.5305437342478205,1
1,0,1,17.0,29.0,3,4,1,2,1,4.0,5,4,4.0,1
0,0,1,0.0,13.0,3,4,3,3,3,4.0,3,3,3.0,0
1,1,1,0.0,0.0,4,4,1,1,1,3.0,4,1,4.0,0
1,1,1,108.0,120.0,5,3,2,2,2,4.0,5,2,5.0,1
1,1,1,0.0,0.0,3,3,5,5,5,5.0,5,5,4.0,1
1,1,1,0.0,2.0,2,4,3,3,3,5.0,4,3,5.0,0
1,1,1,34.0,29.0,2,2,2,2,2,5.0,2,2,5.0,0
1,1,1,32.0,46.0,4,3,4,4,4,3.0,4,4,3.0,0
1,1,1,0.0,0.0,4,5,4,3,3,5.0,4,5,5.0,0
1,1,1,0.0,0.0,5,2,4,3,4,2.0,5,2,2.0,1
1,1,1,0.0,0.0,2,2,4,5,3,2.0,2,2,4.0,0
1,1,1,0.0,0.0,1,5,5,5,2,5.0,1,5,5.0,0
1,1,1,0.0,0.0,3,2,1,2,2,3.0,3,2,3.0,0
1,1,1,0.0,0.0,1,5,1,4,4,5.0,1,4,5.0,0
1,1,1,0.0,0.0,1,4,3,4,4,5.0,1,4,5.0,0
1,1,1,0.0,0.0,0,4,4,4,4,5.0,0,4,5.0,1
1,1,1,18.0,8.0,4,3,4,4,4,4.0,4,4,4.0,0
1,1,1,0.0,0.0,5,3,5,5,5,5.0,5,5,4.0,1
1,1,1,0.0,11.0,2,4,5,3,2,4.0,2,4,4.0,0
1,1,1,29.0,38.0,0,3,2,2,2,4.0,2,2,4.0,0
1,1,1,8.0,0.0,2,5,1,3,3,4.0,2,3,4.0,0
1,1,1,0.0,0.0,3,4,5,5,5,4.0,4,5,5.0,0
1,1,1,0.0,0.0,2,4,4,4,4,4.0,2,4,5.0,0
1,1,1,79.0,78.0,0,3,2,2,2,4.0,2,2,4.0,0
1,1,1,0.0,0.0,2,1,5,5,5,4.0,2,5,4.0,0
1,1,1,0.0,0.0,2,4,4,5,3,4.0,2,4,4.0,0
1,1,1,5.0,3.0,2,2,4,5,2,2.0,2,2,2.0,0
1,1,1,0.0,0.0,3,4,3,4,4,4.0,3,4,5.0,0
1,1,1,0.0,0.0,5,5,5,3,5,5.0,5,5,5.0,1
1,1,1,0.0,11.0,5,3,1,1,1,5.0,5,1,5.0,1
1,1,1,83.0,76.0,3,4,5,5,5,4.0,3,5,3.0,0
1,1,1,0.0,8.0,3,5,3,1,2,5.0,3,5,3.5305437342478205,0
1,1,1,69.0,61.0,1,5,5,3,4,5.0,1,5,5.0,0
1,1,1,0.0,0.0,5,4,1,1,1,5.0,2,1,4.0,0
1,1,1,1.0,0.0,4,1,2,2,2,3.5396954922943435,4,2,3.0,0
1,1,1,0.0,0.0,3,3,4,2,2,3.0,3,2,4.0,0
1,1,1,0.0,0.0,1,3,1,1,1,2.0,1,1,2.0,0
1,1,1,3.0,0.0,1,5,4,3,3,5.0,1,3,5.0,0
1,1,1,0.0,0.0,4,3,4,4,4,5.0,4,4,4.0,0
1,1,1,0.0,0.0,2,3,2,2,2,4.0,2,2,5.0,0
1,1,1,0.0,3.0,3,4,5,3,4,4.0,3,4,4.0,0
1,1,1,0.0,0.0,4,4,4,2,2,5.0,4,2,5.0,0
1,0,2,0.0,0.0,5,5,5,5,3,5.0,5,5,5.0,1
1,0,2,0.0,0.0,1,5,5,5,5,3.5396954922943435,5,5,5.0,1
1,0,2,0.0,8.0,5,1,4,4,4,5.0,4,4,3.0,1
1,0,2,19.0,7.0,1,2,4,4,4,4.0,0,4,4.0,1
1,0,2,11.0,0.0,0,2,3,3,3,4.0,0,3,3.0,1
1,0,2,0.0,10.0,5,4,5,2,5,4.0,4,4,4.0,1
1,0,2,0.0,0.0,1,2,4,3,1,2.0,2,2,2.0,0
1,0,2,9.0,4.0,3,4,1,5,5,4.0,5,4,4.0,1
0,0,2,33.0,28.0,3,4,5,5,5,3.0,3,5,4.0,0
0,0,1,0.0,3.0,2,4,1,1,1,3.0,2,1,3.0,0
1,1,2,0.0,1.0,1,3,4,5,2,3.0,1,3,3.0,0
1,1,2,0.0,0.0,1,2,3,3,3,4.0,1,3,3.0,0
1,1,2,0.0,0.0,1,3,5,4,4,3.0,1,3,3.0,0
1,1,2,0.0,0.0,3,5,5,5,5,4.0,3,5,4.0,0
1,1,2,11.0,0.0,0,3,2,2,2,5.0,4,2,5.0,0
1,1,2,0.0,0.0,1,4,1,1,1,4.0,1,1,5.0,0
1,0,0,0.0,0.0,3,4,2,1,3,4.0,4,4,4.0,1
1,0,0,1.0,12.0,2,4,3,3,2,4.0,4,4,4.0,0
1,0,0,0.0,0.0,3,5,5,5,5,5.0,3,5,2.0,1
1,1,1,154.0,164.0,3,5,3,3,3,3.0,3,4,4.0,0
1,0,1,0.0,0.0,4,3,1,4,2,3.0,3,3,3.0,1
0,0,1,104.0,88.0,2,4,5,5,5,4.0,2,5,2.0,0
1,0,0,0.0,0.0,4,4,5,5,5,5.0,4,5,2.0,1
1,0,0,25.0,2.0,2,5,2,3,4,5.0,2,5,5.0,1
1,0,0,26.0,4.0,4,5,4,4,4,4.0,4,4,3.5305437342478205,1
1,1,1,0.0,0.0,2,1,1,1,1,2.0,2,1,3.5305437342478205,0
1,1,1,61.0,70.0,2,2,3,3,2,2.0,2,2,2.0,0
1,1,1,129.0,92.0,2,2,1,1,1,3.5396954922943435,2,1,3.5305437342478205,0
1,1,1,336.0,20.147047886625625,2,1,4,4,2,3.0,2,3,3.0,0
1,0,0,151.0,225.0,4,2,5,5,4,4.0,4,4,5.0,1
0,0,0,23.0,16.0,3,4,2,3,3,5.0,3,3,4.0,0
1,0,0,97.0,106.0,0,3,5,5,4,3.0,0,3,5.0,1
1,0,0,30.0,0.0,4,4,5,5,5,4.0,4,4,4.0,1
1,0,0,0.0,0.0,0,4,5,3,5,4.0,0,4,2.0,1
1,0,0,182.0,155.0,2,4,1,1,1,3.0,1,1,2.0,0
1,0,0,0.0,0.0,5,1,1,3,5,3.5396954922943435,1,1,3.5305437342478205,0
1,1,0,240.0,224.0,3,4,4,4,3,2.0,3,2,3.0,0
1,1,0,2.0,0.0,2,4,4,5,5,4.0,2,4,4.0,0
1,0,1,61.0,53.0,1,4,2,3,1,4.0,4,4,4.0,1
1,0,1,10.0,14.0,1,4,4,4,4,3.0,4,4,3.5305437342478205,1
1,0,0,16.0,20.0,0,5,2,1,3,5.0,0,5,5.0,1
0,0,1,0.0,16.0,4,1,5,5,5,3.0,4,5,4.0,1
1,0,0,31.0,49.0,5,5,5,1,5,5.0,5,5,5.0,1
0,0,1,0.0,0.0,3,5,1,3,3,3.5396954922943435,3,3,4.0,0
1,0,0,8.0,0.0,3,5,1,1,3,5.0,3,5,5.0,1
1,0,1,207.0,226.0,5,1,4,4,4,4.0,4,5,2.0,1
1,0,1,2.0,0.0,2,4,1,3,4,4.0,4,4,4.0,1
0,0,1,0.0,8.0,4,3,5,5,5,3.5396954922943435,4,5,3.5305437342478205,0
1,0,1,34.0,38.0,2,3,5,5,5,3.5396954922943435,5,5,4.0,1
1,0,0,72.0,87.0,3,3,1,1,3,3.0,3,3,3.0,0
0,0,1,0.0,0.0,1,4,1,3,3,3.5396954922943435,1,3,5.0,0
1,0,1,4.0,0.0,5,4,5,5,5,3.0,5,5,3.0,1
1,0,0,0.0,0.0,1,5,4,2,5,5.0,1,5,5.0,1
0,0,1,107.0,107.0,4,5,2,2,2,3.0,4,2,4.0,0
0,0,0,1.0,0.0,4,2,5,4,4,3.5396954922943435,4,4,5.0,0
1,0,1,0.0,0.0,1,4,2,2,2,4.0,2,2,2.0,1
1,0,0,0.0,0.0,3,1,4,4,4,2.0,2,4,5.0,1
1,0,0,39.0,35.0,3,5,5,1,1,5.0,3,5,5.0,1
1,0,0,117.0,105.0,5,2,2,4,3,2.0,2,2,2.0,0
0,0,0,84.0,78.0,1,4,5,5,5,4.0,2,5,5.0,0
1,0,0,0.0,0.0,0,3,5,5,5,3.0,0,5,3.0,1
1,0,0,0.0,0.0,5,3,3,3,3,3.0,3,3,3.0,0
1,0,1,0.0,0.0,4,5,5,5,5,4.0,5,5,4.0,1
0,0,1,0.0,0.0,1,1,5,5,5,3.0,2,5,3.0,0
0,0,1,3.0,4.0,1,2,4,4,4,4.0,2,4,2.0,0
1,0,0,68.0,52.0,3,1,2,2,5,3.5396954922943435,1,1,3.5305437342478205,0
1,0,1,115.0,123.0,4,2,1,1,1,3.0,1,1,2.0,0
0,0,0,0.0,0.0,3,2,1,1,1,4.0,3,1,4.0,0
0,0,1,19.68640251208528,20.147047886625625,2,5,3,3,2,4.0,2,3,3.0,0
1,0,1,119.0,109.0,4,2,1,1,1,4.0,1,1,3.0,0
1,0,0,0.0,0.0,1,5,2,1,3,5.0,1,5,5.0,1
0,0,1,72.0,55.0,1,4,1,1,1,3.0,1,1,3.0,0
1,0,0,0.0,0.0,0,5,1,2,1,5.0,0,5,5.0,1
1,0,0,15.0,0.0,4,1,2,2,2,4.0,2,2,3.0,0
1,0,0,0.0,0.0,4,1,4,4,4,2.0,4,4,2.0,0
1,0,0,0.0,4.0,3,4,2,3,1,4.0,4,4,4.0,0
1,0,1,0.0,0.0,5,3,3,3,5,3.0,3,3,3.0,0
1,0,0,0.0,3.0,4,2,2,1,3,2.0,2,2,2.0,0
1,0,0,20.0,8.0,5,3,2,1,1,3.0,3,3,3.0,0
0,0,1,0.0,0.0,5,3,4,4,4,3.0,4,4,3.0,0
0,0,1,7.0,6.0,3,4,5,5,5,4.0,3,5,4.0,0
0,0,1,131.0,140.0,2,5,1,1,2,3.0,2,1,4.0,0
0,0,1,74.0,66.0,4,3,4,4,4,4.0,4,4,4.0,0
1,0,0,59.0,57.0,3,1,3,4,1,3.5396954922943435,1,1,3.5305437342478205,0
0,0,1,0.0,0.0,4,1,4,4,4,4.0,4,4,4.0,0
1,0,0,0.0,0.0,3,4,2,2,2,4.0,3,4,4.0,1
1,0,0,51.0,56.0,4,4,3,3,3,4.0,3,3,4.0,0
1,1,1,0.0,0.0,3,4,5,3,4,4.0,3,4,4.0,0
1,1,1,24.0,16.0,2,5,1,1,1,5.0,2,1,5.0,0
1,1,1,0.0,0.0,4,3,3,1,1,5.0,4,1,5.0,1
1,1,1,0.0,0.0,1,1,5,5,4,3.5396954922943435,1,1,3.5305437342478205,0
1,1,1,95.0,85.0,2,4,2,2,2,3.0,2,2,2.0,0
1,1,1,72.0,75.0,4,3,5,4,4,4.0,4,4,4.0,0
1,1,1,0.0,0.0,4,3,2,2,2,3.0,4,2,4.0,0
1,1,1,123.0,106.0,5,5,3,3,3,5.0,3,3,5.0,0
1,1,1,143.0,148.0,2,3,5,5,2,5.0,2,3,5.0,0
1,1,1,64.0,48.0,2,5,3,4,5,5.0,2,5,2.0,0
1,1,1,127.0,108.0,3,1,4,4,4,4.0,3,4,4.0,0
1,1,1,1.0,0.0,2,5,4,4,4,4.0,2,4,5.0,0
1,1,1,10.0,26.0,3,2,5,5,3,2.0,3,2,2.0,0
1,1,1,0.0,0.0,2,1,4,4,4,2.0,2,4,3.0,0
1,1,1,0.0,4.0,4,4,4,4,4,4.0,4,4,5.0,0
1,1,1,0.0,0.0,4,5,3,3,3,5.0,4,3,4.0,1
1,1,1,11.0,4.0,4,5,1,1,1,4.0,4,1,5.0,0
1,1,1,39.0,27.0,2,3,1,5,5,4.0,2,5,4.0,0
1,1,1,0.0,0.0,3,5,3,3,3,4.0,2,3,4.0,0
0,0,1,113.0,82.0,3,5,3,3,3,2.0,3,3,2.0,0
1,0,2,0.0,0.0,1,3,3,3,3,4.0,2,3,3.0,0
1,0,2,63.0,75.0,5,4,1,4,4,4.0,4,4,4.0,1
1,0,2,0.0,0.0,2,3,4,4,4,4.0,4,4,3.0,1
0,0,2,0.0,0.0,0,5,4,4,4,2.0,0,4,4.0,1
1,0,2,0.0,0.0,0,4,4,4,4,5.0,0,4,3.0,1
0,0,2,61.0,50.0,2,1,1,1,1,4.0,2,1,4.0,0
1,0,2,0.0,0.0,3,4,3,4,4,3.5396954922943435,4,4,3.0,1
1,0,2,0.0,0.0,3,4,3,3,3,4.0,3,3,5.0,1
1,0,2,0.0,0.0,0,3,5,5,5,5.0,0,5,4.0,1
1,1,2,0.0,0.0,3,4,4,4,4,5.0,3,4,5.0,0
1,1,2,9.0,1.0,2,3,4,4,4,3.0,2,4,4.0,0
1,1,2,0.0,0.0,2,3,3,3,3,3.0,2,3,4.0,0
1,1,2,0.0,0.0,2,5,4,4,4,5.0,2,5,4.0,0
0,0,1,111.0,113.0,3,4,4,4,4,3.0,3,4,4.0,0
0,0,0,99.0,87.0,2,3,3,1,1,3.0,2,1,4.0,0
1,0,1,0.0,0.0,2,3,5,5,5,5.0,5,5,3.0,1
1,0,1,123.0,159.0,2,2,1,1,1,4.0,1,3,3.0,0
1,0,0,0.0,0.0,4,3,4,2,3,3.0,3,3,3.0,0
1,0,2,0.0,0.0,3,2,3,3,3,3.0,3,3,3.5305437342478205,1
1,0,2,0.0,0.0,4,1,4,4,4,5.0,4,4,3.5305437342478205,1
1,0,0,44.0,30.0,2,5,4,3,3,5.0,2,5,5.0,1
1,1,0,2.0,7.0,1,2,4,5,3,2.0,1,2,2.0,0
0,0,1,37.0,68.0,4,5,4,4,4,4.0,4,4,5.0,0
1,0,1,39.0,58.0,4,4,5,5,5,2.0,5,5,4.0,1
0,0,1,0.0,0.0,2,5,5,5,5,3.5396954922943435,2,5,3.5305437342478205,0
0,0,1,20.0,3.0,2,4,5,5,5,2.0,3,5,4.0,0
1,0,1,10.0,1.0,1,3,3,3,3,3.0,3,3,3.0,1
1,0,1,47.0,7.0,1,4,4,1,1,4.0,4,4,4.0,1
1,0,0,0.0,0.0,2,5,1,1,2,5.0,3,5,5.0,1
1,1,1,22.0,11.0,3,1,4,4,4,4.0,3,4,4.0,0
1,1,1,0.0,24.0,2,5,2,2,2,4.0,2,2,4.0,0
1,0,1,5.0,14.0,5,1,4,4,4,3.0,4,4,3.5305437342478205,1
1,0,1,0.0,0.0,2,5,4,4,4,2.0,4,4,4.0,1
1,0,1,0.0,0.0,3,5,5,5,5,2.0,5,5,5.0,1
1,0,1,0.0,0.0,3,4,4,4,4,5.0,4,4,2.0,1
1,0,0,4.0,0.0,3,5,2,2,2,3.5396954922943435,3,2,4.0,1
1,0,1,0.0,0.0,3,4,5,1,4,4.0,4,4,4.0,1
0,0,1,0.0,0.0,3,4,5,1,1,4.0,3,1,3.5305437342478205,0
0,0,0,0.0,0.0,2,4,3,3,3,2.0,2,3,5.0,0
0,0,1,0.0,0.0,2,1,3,2,2,3.0,2,2,4.0,0
1,0,0,0.0,7.0,2,5,4,4,4,2.0,2,4,5.0,1
1,1,1,0.0,0.0,2,3,2,2,2,3.0,2,2,3.0,0
1,1,1,58.0,27.0,3,3,4,1,2,3.0,3,3,3.0,0
1,0,2,47.0,33.0,1,1,4,3,3,4.0,3,3,4.0,0
1,0,2,86.0,93.0,4,1,3,2,2,4.0,2,2,3.0,0
1,0,1,14.0,0.0,3,2,4,3,1,2.0,2,2,2.0,0
1,0,1,20.0,0.0,2,4,2,4,5,4.0,4,4,4.0,1
1,0,0,0.0,0.0,2,3,4,4,4,3.0,2,4,2.0,1
1,0,0,0.0,13.0,2,4,2,3,2,4.0,4,4,4.0,0
1,1,1,0.0,0.0,5,4,1,1,1,5.0,5,1,4.0,1
1,1,1,48.0,47.0,3,5,2,2,2,4.0,3,2,5.0,0
1,1,1,0.0,0.0,1,3,3,2,2,5.0,1,2,5.0,0
1,0,0,0.0,0.0,4,5,2,2,2,4.0,4,2,5.0,1
1,0,0,0.0,0.0,4,4,4,5,4,4.0,1,4,4.0,1
1,0,0,67.0,64.0,2,3,3,2,2,4.0,3,2,3.0,0
1,0,0,31.0,8.0,2,3,4,4,1,3.0,3,3,3.0,0
1,1,0,0.0,0.0,1,5,2,2,2,3.5396954922943435,1,2,5.0,0
1,1,0,14.0,0.0,2,5,4,1,5,5.0,2,5,5.0,0
1,1,0,0.0,0.0,1,1,3,3,3,3.0,1,3,3.0,0
1,0,0,92.0,88.0,2,3,4,2,4,3.0,2,3,3.0,1
1,0,1,4.0,0.0,4,5,1,2,3,5.0,4,5,5.0,1
0,0,1,99.0,109.0,3,4,3,3,3,2.0,3,3,2.0,0
0,0,1,70.0,55.0,4,1,2,2,2,4.0,4,2,3.0,1
0,0,1,0.0,0.0,1,3,5,5,5,2.0,1,5,3.0,0
1,0,0,0.0,0.0,5,1,5,5,5,3.0,5,5,2.0,1
1,0,0,29.0,0.0,5,5,2,2,2,3.0,5,2,4.0,1
1,0,1,33.0,14.0,4,1,4,4,1,3.5396954922943435,2,1,3.5305437342478205,1
0,0,1,63.0,57.0,2,4,4,4,4,3.5396954922943435,2,4,3.5305437342478205,0
1,0,0,110.0,99.0,4,2,4,4,4,5.0,4,4,5.0,1
0,0,1,0.0,0.0,4,4,2,2,2,2.0,4,2,3.0,1
1,0,0,27.0,37.0,5,2,3,3,3,4.0,3,3,3.0,0
1,0,0,18.0,15.0,5,1,3,3,3,3.0,3,3,3.0,0
1,0,1,7.0,30.0,4,2,3,3,3,4.0,3,3,3.0,0
1,0,0,45.0,28.0,5,3,3,3,2,3.0,3,3,3.0,0
1,0,1,90.0,71.0,1,4,1,1,1,3.0,1,1,2.0,0
1,0,0,170.0,149.0,5,4,4,4,4,3.5396954922943435,4,2,2.0,0
1,0,1,0.0,0.0,4,4,4,3,4,4.0,4,4,4.0,0
1,0,1,0.0,21.0,1,2,3,2,2,2.0,2,2,2.0,0
1,0,1,85.0,89.0,4,4,3,3,3,4.0,3,3,4.0,0
1,0,0,0.0,11.0,2,2,3,3,3,3.0,3,3,3.0,0
1,0,0,0.0,5.0,1,1,4,4,4,3.5396954922943435,1,4,3.5305437342478205,1
